1.0000,9.6954,0.3868,0.3693,0.6980,0.3423,0.5791
2.0000,9.6699,0.3305,0.2573,0.6257,0.2697,0.6574
3.0000,9.6705,0.3225,0.2614,0.6194,0.2661,0.6649
4.0000,9.6656,0.3314,0.2780,0.6289,0.2746,0.6549
5.0000,9.6646,0.3281,0.2656,0.6212,0.2701,0.6613
6.0000,9.6632,0.3127,0.2531,0.6049,0.2575,0.6758
7.0000,9.6622,0.3068,0.2531,0.6017,0.2512,0.6835
8.0000,9.6614,0.3094,0.2490,0.6020,0.2528,0.6851
9.0000,9.6607,0.3127,0.2531,0.6020,0.2522,0.6859
10.0000,9.6600,0.3151,0.2490,0.5990,0.2489,0.6891
11.0000,9.6594,0.3130,0.2531,0.5990,0.2472,0.6899
12.0000,9.6589,0.3127,0.2573,0.5990,0.2471,0.6898
13.0000,9.6584,0.3142,0.2656,0.5987,0.2484,0.6866
14.0000,9.6579,0.3180,0.2656,0.5981,0.2481,0.6876
15.0000,9.6575,0.3183,0.2697,0.5963,0.2471,0.6882
16.0000,9.6570,0.3231,0.2656,0.5966,0.2469,0.6887
17.0000,9.6566,0.3207,0.2656,0.5966,0.2472,0.6881
18.0000,9.6563,0.3213,0.2656,0.5954,0.2465,0.6879
19.0000,9.6559,0.3254,0.2656,0.5954,0.2468,0.6872
20.0000,9.6556,0.3260,0.2656,0.5957,0.2477,0.6859
21.0000,9.6553,0.3266,0.2656,0.5957,0.2468,0.6873
22.0000,9.6550,0.3290,0.2739,0.5951,0.2468,0.6849
23.0000,9.6547,0.3308,0.2739,0.5945,0.2468,0.6849
24.0000,9.6544,0.3314,0.2739,0.5943,0.2470,0.6849
25.0000,9.6541,0.3322,0.2739,0.5940,0.2473,0.6852
26.0000,9.6539,0.3334,0.2739,0.5940,0.2479,0.6841
27.0000,9.6537,0.3349,0.2697,0.5940,0.2475,0.6848
28.0000,9.6534,0.3367,0.2697,0.5945,0.2478,0.6848
29.0000,9.6532,0.3367,0.2739,0.5951,0.2478,0.6843
30.0000,9.6530,0.3391,0.2739,0.5972,0.2486,0.6836
31.0000,9.6528,0.3394,0.2739,0.5978,0.2497,0.6824
32.0000,9.6526,0.3402,0.2780,0.5984,0.2501,0.6811
33.0000,9.6524,0.3432,0.2780,0.5987,0.2507,0.6808
34.0000,9.6522,0.3444,0.2780,0.5984,0.2508,0.6814
35.0000,9.6520,0.3459,0.2822,0.5975,0.2501,0.6814
36.0000,9.6519,0.3471,0.2863,0.5993,0.2516,0.6807
37.0000,9.6517,0.3480,0.2863,0.5993,0.2518,0.6800
38.0000,9.6515,0.3491,0.2863,0.5987,0.2518,0.6808
39.0000,9.6514,0.3515,0.2822,0.5993,0.2518,0.6813
40.0000,9.6512,0.3521,0.2822,0.5999,0.2523,0.6806
41.0000,9.6511,0.3527,0.2822,0.5996,0.2521,0.6808
42.0000,9.6510,0.3539,0.2863,0.5990,0.2521,0.6797
43.0000,9.6508,0.3551,0.2863,0.5996,0.2531,0.6789
44.0000,9.6507,0.3566,0.2905,0.6002,0.2534,0.6784
45.0000,9.6506,0.3574,0.2905,0.5999,0.2537,0.6774
46.0000,9.6504,0.3586,0.2905,0.6002,0.2543,0.6766
47.0000,9.6503,0.3583,0.2863,0.5999,0.2543,0.6767
48.0000,9.6502,0.3580,0.2905,0.6014,0.2549,0.6757
49.0000,9.6501,0.3592,0.2905,0.6014,0.2556,0.6748
50.0000,9.6500,0.3598,0.2905,0.6014,0.2559,0.6743
51.0000,9.6499,0.3604,0.2863,0.6008,0.2559,0.6745
52.0000,9.6498,0.3607,0.2863,0.6014,0.2560,0.6744
53.0000,9.6497,0.3610,0.2863,0.6031,0.2571,0.6730
54.0000,9.6496,0.3613,0.2822,0.6031,0.2567,0.6732
55.0000,9.6495,0.3613,0.2822,0.6037,0.2572,0.6727
56.0000,9.6494,0.3619,0.2822,0.6040,0.2574,0.6723
57.0000,9.6493,0.3619,0.2822,0.6043,0.2580,0.6713
58.0000,9.6492,0.3622,0.2946,0.6046,0.2588,0.6685
59.0000,9.6491,0.3625,0.2946,0.6055,0.2595,0.6677
60.0000,9.6491,0.3634,0.2988,0.6061,0.2600,0.6667
61.0000,9.6490,0.3643,0.2988,0.6076,0.2610,0.6657
62.0000,9.6489,0.3648,0.2988,0.6070,0.2610,0.6657
63.0000,9.6488,0.3648,0.3071,0.6082,0.2618,0.6645
64.0000,9.6488,0.3657,0.3071,0.6079,0.2620,0.6643
65.0000,9.6487,0.3660,0.3071,0.6082,0.2617,0.6650
66.0000,9.6486,0.3660,0.3071,0.6088,0.2623,0.6639
67.0000,9.6486,0.3669,0.3071,0.6094,0.2627,0.6639
68.0000,9.6485,0.3675,0.3071,0.6100,0.2633,0.6632
69.0000,9.6484,0.3678,0.3071,0.6097,0.2634,0.6626
70.0000,9.6484,0.3684,0.3112,0.6100,0.2638,0.6621
71.0000,9.6483,0.3687,0.3195,0.6106,0.2649,0.6601
72.0000,9.6482,0.3687,0.3195,0.6106,0.2654,0.6600
73.0000,9.6482,0.3690,0.3237,0.6108,0.2656,0.6591
74.0000,9.6481,0.3687,0.3278,0.6120,0.2666,0.6580
75.0000,9.6481,0.3687,0.3361,0.6120,0.2668,0.6569
76.0000,9.6480,0.3687,0.3402,0.6129,0.2676,0.6556
77.0000,9.6480,0.3693,0.3402,0.6150,0.2686,0.6552
78.0000,9.6479,0.3690,0.3361,0.6153,0.2684,0.6557
79.0000,9.6479,0.3693,0.3361,0.6162,0.2690,0.6553
80.0000,9.6478,0.3693,0.3402,0.6162,0.2697,0.6544
81.0000,9.6478,0.3687,0.3402,0.6162,0.2698,0.6540
82.0000,9.6477,0.3693,0.3444,0.6171,0.2703,0.6530
83.0000,9.6477,0.3690,0.3444,0.6171,0.2703,0.6531
84.0000,9.6476,0.3690,0.3485,0.6174,0.2709,0.6519
85.0000,9.6476,0.3690,0.3444,0.6174,0.2709,0.6523
86.0000,9.6475,0.3687,0.3485,0.6177,0.2710,0.6517
87.0000,9.6475,0.3690,0.3485,0.6180,0.2716,0.6517
88.0000,9.6475,0.3699,0.3402,0.6180,0.2717,0.6525
89.0000,9.6474,0.3696,0.3361,0.6183,0.2720,0.6528
90.0000,9.6474,0.3708,0.3361,0.6183,0.2720,0.6526
91.0000,9.6473,0.3714,0.3361,0.6183,0.2720,0.6527
92.0000,9.6473,0.3726,0.3402,0.6189,0.2721,0.6522
93.0000,9.6473,0.3731,0.3402,0.6186,0.2721,0.6518
94.0000,9.6472,0.3734,0.3402,0.6194,0.2726,0.6515
95.0000,9.6472,0.3740,0.3444,0.6197,0.2727,0.6510
96.0000,9.6472,0.3743,0.3444,0.6191,0.2724,0.6512
97.0000,9.6471,0.3746,0.3444,0.6194,0.2728,0.6510
98.0000,9.6471,0.3758,0.3444,0.6197,0.2730,0.6507
99.0000,9.6471,0.3755,0.3485,0.6197,0.2732,0.6499
100.0000,9.6470,0.3761,0.3485,0.6200,0.2734,0.6498
101.0000,9.6469,0.3761,0.3485,0.6197,0.2733,0.6498
102.0000,9.6469,0.3764,0.3485,0.6191,0.2728,0.6504
103.0000,9.6469,0.3755,0.3485,0.6186,0.2727,0.6505
104.0000,9.6468,0.3755,0.3485,0.6191,0.2732,0.6502
105.0000,9.6468,0.3746,0.3444,0.6194,0.2733,0.6506
106.0000,9.6468,0.3749,0.3444,0.6191,0.2732,0.6509
107.0000,9.6468,0.3749,0.3444,0.6194,0.2732,0.6512
108.0000,9.6468,0.3746,0.3444,0.6194,0.2733,0.6511
109.0000,9.6468,0.3746,0.3444,0.6191,0.2733,0.6512
110.0000,9.6468,0.3752,0.3444,0.6191,0.2732,0.6514
111.0000,9.6468,0.3752,0.3444,0.6194,0.2733,0.6513
112.0000,9.6468,0.3752,0.3444,0.6194,0.2733,0.6513
113.0000,9.6468,0.3755,0.3444,0.6194,0.2733,0.6513
114.0000,9.6468,0.3755,0.3444,0.6194,0.2733,0.6513
115.0000,9.6468,0.3755,0.3444,0.6194,0.2734,0.6510
116.0000,9.6468,0.3755,0.3444,0.6200,0.2737,0.6509
117.0000,9.6468,0.3755,0.3444,0.6200,0.2737,0.6509
118.0000,9.6468,0.3758,0.3444,0.6200,0.2738,0.6508
119.0000,9.6468,0.3758,0.3444,0.6203,0.2739,0.6508
120.0000,9.6468,0.3758,0.3444,0.6200,0.2738,0.6508
121.0000,9.6468,0.3755,0.3444,0.6200,0.2738,0.6508
122.0000,9.6468,0.3755,0.3444,0.6200,0.2738,0.6508
123.0000,9.6468,0.3755,0.3444,0.6197,0.2737,0.6509
124.0000,9.6468,0.3755,0.3444,0.6197,0.2737,0.6509
125.0000,9.6468,0.3755,0.3444,0.6197,0.2738,0.6508
126.0000,9.6468,0.3758,0.3444,0.6197,0.2738,0.6508
127.0000,9.6468,0.3761,0.3444,0.6197,0.2738,0.6508
128.0000,9.6468,0.3761,0.3444,0.6197,0.2738,0.6508
129.0000,9.6468,0.3764,0.3444,0.6197,0.2738,0.6508
130.0000,9.6468,0.3758,0.3444,0.6197,0.2738,0.6508
131.0000,9.6468,0.3758,0.3444,0.6197,0.2738,0.6508
132.0000,9.6468,0.3758,0.3444,0.6197,0.2738,0.6508
133.0000,9.6468,0.3758,0.3444,0.6197,0.2739,0.6504
134.0000,9.6468,0.3758,0.3444,0.6197,0.2739,0.6504
135.0000,9.6468,0.3758,0.3444,0.6197,0.2739,0.6504
136.0000,9.6468,0.3755,0.3444,0.6197,0.2739,0.6504
137.0000,9.6468,0.3755,0.3444,0.6197,0.2739,0.6504
138.0000,9.6467,0.3755,0.3444,0.6197,0.2740,0.6504
139.0000,9.6467,0.3755,0.3444,0.6197,0.2740,0.6504
140.0000,9.6467,0.3755,0.3444,0.6197,0.2740,0.6504
141.0000,9.6467,0.3755,0.3444,0.6197,0.2740,0.6504
